"sentenceA"	"sentenceB"	"label"
"Die Verkäufe von Bruno Magli Schuhen sind in diesem Jahr um 30 Prozent gestiegen."	"Bruno Magli Schuhe sind dieses Jahr bei Teenagern beliebt."	"neutral"
"Vielleicht dein Teil des Landes"	"Es könnte dein Teil des Landes sein."	"entailment"
"Sie wissen, dass sie dazu passen. Meine Frau war es gewohnt, dass sie zu ihrer passte. Nur ihre war ein bisschen besser als unsere. Sie hat seit ein paar Jahren nicht mehr gearbeitet. Ihr Vater wurde krank, also hat sie sich um ihn gekümmert"	"Meine Frau musste gehen, um zu ihrem Vater zu gehen."	"neutral"
"Ich fürchte nicht, Sir."	"Das glaube ich nicht."	"entailment"
"Das Lieblingsgericht vieler Besucher ist der andalusische flüssige Salat Gazpacho."	"Gazpacho ist ein beliebtes Gericht bei Besuchern."	"entailment"
"Die meisten Unternehmen scheinen mit ihrer explodierenden Bezahlung an CEOs diese Formel auf den Kopf gestellt zu haben und glauben, dass sie nur dann erfolgreich konkurrieren können, wenn sie die enormen finanziellen Gewinne verdoppeln, die jemand wie Dell erzielt hat."	"Um nicht wie Dell zu sein, versuchen Unternehmen, andere Methoden als sie anzuwenden"	"contradiction"
"Der Arzt praktizierte nicht mehr, war in den Ruhestand gegangen, glaubte der Vermieter, aber er nahm ein paar Privatpatienten hierher, der gute Kerl klopfte wissentlich auf seine Stirn &quot;milde!&quot;"	"Der Vermieter glaubte, der Arzt sei nicht mehr in der Praxis."	"entailment"
"Die Bäume, die ursprünglich 300 v. Chr. Von den Karthagern gepflanzt wurden, gedeihen unter Bewässerung."	"Die Bäume können durch Bewässerung gedeihen."	"entailment"
"Sie beruhigte sich und zitterte."	"Sie klammerte sich zusammen und wurde sichtlich nervös."	"entailment"
"Wenn diese U-Bahn-Anzeigen gegen die vorsichtigen Martins wirksamer sind als gegen die rücksichtslosen Maxwells, dann sind sie eine Bedrohung für die unglücklichen Joans."	"Die Maxwells sind vorsichtiger als die Martins."	"contradiction"
"Andalusien ist unter anderem folkloristischer, Katalonien und das Baskenland stolzer unabhängig."	"Andalusien war schon immer als folkloristisch bekannt."	"neutral"
"Wir sprechen nicht von Verschwörungstheorie. Es ist alles ziemlich legal und mehr oder weniger über Bord."	"Es scheint eine Verschwörungstheorie zu sein, aber es kann leicht erklärt werden."	"neutral"
"Ja oder manchmal mögen sie keine der Entscheidungen"	"Sie mögen die Auswahl nicht 100% der Zeit."	"contradiction"
"Oh, ich bin sicher, es muss ja sein, du weißt, dass ich nicht persönlich involviert bin, weil ich nicht weiß, dass ich keine Kinder habe, die Windeln tragen, aber ich bin sicher, dass es eine große Menge von dir schafft, die es ablehnen"	"Ich habe keine Kinder, die Windeln tragen."	"entailment"
"Ich möchte diesen Bericht in die richtige Perspektive rücken."	"Dieser Bericht ist praktisch nicht falsch zu interpretieren."	"contradiction"
"Das französische Reich brach zusammen."	"Das französische Reich war zuvor stark."	"neutral"
"Über den Baumwipfeln erhaschen Sie gelegentlich einen Blick auf die Wolkenkratzer des modernen Tokio."	"Es gibt viele Bäume rund um den Kaiserpalast von Tokio."	"neutral"
"Eltern von SIDS-Babys wurden in der Vergangenheit zu Unrecht beschuldigt."	"SIDS Babys Eltern wurden nie zu Unrecht beschuldigt, Punkt."	"contradiction"
"Sie sind bei Ja, Sie sind direkt gegenüber von Lake Plattsburgh"	"Es würde nicht lange dauern, bis Sie nach Plattsburgh laufen."	"neutral"
"Randy&#39;s Wraparound mit voller Verantwortung"	"Randy übernimmt die Verantwortung"	"contradiction"
"Ich hatte nie darüber nachgedacht, dass ich wahrscheinlich eine pflanzen und einbringen könnte und genauso wie ich meine Pflanzen jedes Jahr einbringe"	"Das ist eine großartige Idee, Pflanze eins zu bringen und sie einzubringen."	"neutral"
"Dies schafft einen Anreiz für eine kontinuierliche Verbesserung der Umweltleistung."	"Anreize sind definitiv nicht erforderlich, um die Umwelt kontinuierlich zu verbessern."	"contradiction"
"Letzteres war viel länger ein königliches Schloss als Versailles, mit bestimmten Ergänzungen, die über sieben Jahrhunderte vorgenommen wurden, insbesondere von Franaois I. im 16. Jahrhundert."	"Versailles ist seit längerem das königliche Schloss als jedes andere Schloss."	"contradiction"
"Das kalifornische Gesetz schlägt vor, Staatsangestellte die Injektionen ohne ärztliche Aufsicht geben zu lassen, aber die schwerwiegenden Nebenwirkungen und die Notwendigkeit, sicherzustellen, dass angemessene Dosen verabreicht werden, machen diesen Ansatz tollkühn."	"Ein Gesetz in Kalifornien sieht vor, dass Arbeitnehmer ohne ärztliche Aufsicht Injektionen geben dürfen."	"entailment"
"der unartikulierte Leidenschaft erregt, indem er wie eine Frau singt (Mark Levine, The New Yorker). Kritiker sind überrascht über den Erfolg der New Yorker Oper bei der Umsetzung von Händels Stück aus dem antiken Griechenland in das England des 18. Jahrhunderts."	"Kritiker sagten, die Oper habe schlechte Arbeit geleistet, um Händels Stück zu transponieren."	"neutral"
"Vom Untergang des Römischen Reiches bis zum 19. Jahrhundert stand es außerhalb des Mainstreams der italienischen Geschichte."	"Historisch gesehen war es näher an Frankreich als der Rest von Italien."	"neutral"
"Kostenloser Zugang zum Strand von San San; Naturlehrpfade führen durch eine Regenwaldumgebung."	"Es gibt freien Zugang zum Strand von San San die Straße hinunter."	"neutral"
"Wie weit war der Junge gekommen?"	"Der Junge blieb, wo er war."	"contradiction"
"Wie bereits erwähnt, wird die Wirksamkeit dieses Prinzips natürlich dadurch gemildert, inwieweit die anderen Prinzipien umgesetzt wurden."	"Ohne die Anwendung der anderen Prinzipien ändert sich an diesem Prinzip nichts am Erfolg."	"neutral"
"Leider war ich mir damals so sicher, dass ich mir sogar eine Frist gesetzt habe."	"Ich habe mir eine Frist gesetzt, weil ich mir meiner Fähigkeiten so sicher war."	"entailment"
"USA Today veröffentlicht Top-Geschichten aus China, viele davon aus der Associated Press."	"In dem Beitrag ging es um das chinesische Raketenprogramm, das in dieser Woche gestartet wurde."	"neutral"
"Das liegt zum großen Teil an der Persönlichkeit von Steve Case, der in der Tat ein kluger und kluger Kerl ist und gegen den ich nicht oft wetten würde."	"Steve Case ist erfolgreich und klug."	"entailment"
"Das ist so, wie mein Mann es tut, dass er sie immer und immer wieder sehen kann, und ich bin sehr wenige, die ich so oft sehen möchte, also sieht er es gerne immer wieder, wenn er eines hat, das er mag"	"Mein Mann wiederholt nie einen Film."	"contradiction"
"(Nachdem ich so viele Episoden gesehen und die Formel beachtet habe, dachte ich, es wäre amüsant, eine Episode in einer Denkfabrik zu schreiben."	"Ich möchte eine Episode genau wie die Show schreiben, die ich gesehen habe."	"neutral"
"Tommy hatte irgendwie den Ehrgeiz, Zutritt zum Haus selbst zu erhalten."	"Tommy war nicht sehr motiviert zu versuchen, ins Haus zu kommen."	"contradiction"
"Die FCC erstellte sowohl eine erste Analyse der regulatorischen Flexibilität als auch eine endgültige Analyse der regulatorischen Flexibilität im Zusammenhang mit der vorgeschlagenen Regelsetzung bzw. der endgültigen Regel."	"Die FCC hatte nichts vorbereitet."	"contradiction"
"Ungemachte Betten könnten einen guten Date-Film machen."	"Ungemachte Betten sollten nicht mit jemandem gesehen werden, den Sie lieben oder den Sie einfach mögen."	"contradiction"
"Die Geschichte beginnt vor 3,4 Milliarden Jahren mit der Ausstellung von Fossilien und Gesteinen, die die geologischen Veränderungen markieren, die die Landschaft geprägt haben."	"Es ist nichts älter als 4000 Jahre ausgestellt."	"contradiction"
"Ich dachte, das wäre ein guter Film und vor ungefähr einer Woche gingen wir raus und sahen die Stille der Lämmer"	"Ich habe vor einer Woche mehrere Freunde mitgenommen, um Silence of the Lambs zu sehen."	"neutral"
"Ich habe etwas zu analysieren gelassen."	"Etwas muss noch analysiert werden."	"entailment"
"Obwohl dies nicht auf Bescheinigungsaufträge anwendbar ist, können die AICPA-Erklärungen zu Prüfungsstandards nützliche Hinweise in Bezug auf Betrug für Prüfer enthalten, die Bescheinigungsaufträge gemäß GAGAS durchführen."	"Die Aussagen des AICPA zu Prüfungsstandards gelten für Bescheinigungsaufträge."	"contradiction"
"Es gibt keinen Grund, das Gesetz zu ändern, Shugers offensichtlicher Wunsch, dies beiseite zu lassen."	"Shuger meint, dass das Gesetz nicht geändert werden sollte."	"contradiction"
"Ich versichere Ihnen, dass Sie sich nicht stören lassen müssen."	"Sie müssen sich darum kümmern."	"contradiction"
"und und weil das Fernsehen alles in dein Wohnzimmer gebracht hat"	"Fernsehen bietet neue Erfahrungen, bringt Ihnen aber nichts in Ihr Wohnzimmer."	"contradiction"
"Wenn der Generalstaatsanwalt einen unabhängigen Anwalt bestellt hätte, wäre nicht nur ihr Arbeitsplatz sicher gewesen, sondern auch die New York Times (und vielleicht sogar Sen."	"Der Generalstaatsanwalt ordnete keinen unabhängigen Anwalt an."	"entailment"
"aber ich weiß ja dasselbe ja ja ähm"	"Ich weiß, es ist das gleiche."	"entailment"
"Ein Ruf für das Servieren der besten Meeresfrüchte der Stadt."	"Sie haben einen schrecklichen Ruf."	"contradiction"
"Der erste Grundsatz befasst sich mit der Akzeptanz dieser Prämisse durch die Geschäftsleitung, und der zweite Grundsatz stellt sicher, dass der CIO die organisatorische Legitimität besitzt, um seine Rolle wahrzunehmen."	"Nach dem zweiten Prinzip muss der CIO in der Lage sein, seine Rolle wahrzunehmen."	"entailment"
"Es ist unnötig zu erwähnen, dass ein solcher Eintrag nicht akzeptabel wäre, und wir haben strenge Sicherheitsvorkehrungen getroffen, um solche Probleme zu vermeiden."	"Es gibt Sicherheitsvorkehrungen."	"entailment"
"Als Beweis für Las Vegas &#39;unermüdliches Streben nach Illusion erkennen seine modernen Besucher nie die Wahrzeichen, die der Stadt ursprünglich den Schuss auf ihre natürlichen Quellen boten, von denen die meisten längst leer sind."	"Las Vegas hat es sich zur Aufgabe gemacht, seine reiche Geschichte zu bewahren und mit den Besuchern zu teilen."	"contradiction"
"Hier dachte ich, sie wären nur ein Haufen Verlierer."	"Ich dachte, Sie wären alle Gewinner hier."	"contradiction"
"Und ihre Festivals in einem Gebiet ohne die übliche städtische Unterhaltung sind häufig, farbenfroh und spontaner als in den dichter besiedelten Regionen des Landes."	"Ihre Feste sind im Vergleich zum Rest des Landes selten."	"contradiction"
"Die Mittel zur Pflege der Datenbank und die darin enthaltenen Details hatten sich geändert, als die Anzahl der gemeldeten Vorfälle an der Universität gestiegen war - von 3 oder 4 pro Monat im Jahr 1993 auf zwischen 50 und 60 pro Monat Anfang 1997 - und als Der Wert der Datenbank als Management-Tool wurde deutlicher."	"Die Universität zitiert Leute, die bessere Aufzeichnungen darüber führen, warum es mehr Zwischenfälle gab."	"neutral"
"Diese Verlängerung in die Zeit nach der Entlassung ist am relevantesten für Interventionen, die nicht vollständig beruhen"	"Die Bewegung ist in den meisten Fällen gültig."	"neutral"
"Dieser Ansatz ist weitaus effektiver und billiger - zwei Drittel billiger - als der herkömmliche Befehls- und Kontrollansatz."	"Der Befehls- und Kontrollansatz ist der billigste Ansatz."	"contradiction"
"Die Vollständigkeit der Informationen erfordert diesen Schritt."	"Dieser Schritt ist der Vollständigkeit halber nicht erforderlich."	"contradiction"
"Bei Anträgen auf Lizenzverlängerung wird jedoch nicht besprochen, wie viele Bürger Sie im Kopf haben."	"Diese Person handelt moralisch."	"contradiction"
"Aber es ist wahrscheinlich richtig, dass die Qualität der Politik in Amerika unter der Erosion des öffentlichen Vertrauens in Institutionen gelitten hat, die zumindest teilweise als Wachhunde fungierten."	"Die Erosion des öffentlichen Vertrauens in die Presse hat uns zu diesem Punkt geführt."	"neutral"
"Der entsprechende Betrag für eingehende Post betrug negative 31 Millionen US-Dollar."	"Eingehende Post, die von Versendern aufgrund von Verzögerungen über den US-Postdienst gesendet wird, kostet Unternehmen einen entsprechenden Betrag von minus 31 Millionen US-Dollar. Interne Postverfahren werden überprüft, um Möglichkeiten für die Zukunft zu ermitteln, um Verzögerungen bei der Lieferung von Weihnachtsprodukten zu vermeiden."	"neutral"
"Es ist wichtig, dass Sie dies verstehen."	"Das zu verstehen ist sehr wichtig."	"entailment"
"Die Kommission erhielt von 45 Kommentatoren Kommentare zu der vorgeschlagenen Regel."	"Die Kommission erhielt keine Kommentare zu der vorgeschlagenen Regel."	"contradiction"
"Soweit Lincoln wusste, war der Plan folgender:"	"Es gab keinen Plan"	"contradiction"
"Was sonst noch?"	"Es gibt nichts anderes als das."	"contradiction"
"und ich meine, es war fantastisch und es hat aber eine gute Kilometerleistung bekommen"	"Es lief gut, hätte aber besser sein können."	"neutral"
"Sein Volumen wuchs von 30."	"Das Volumen wurde auf 40 erweitert."	"neutral"
"Schwefelgehalt, eine 4-prozentige Schwefelkohle kann den Verbrauch um etwa ein Drittel erhöhen."	"Eine 4% ige Schwefelkohle kann den Verbrauch um 1/3 erhöhen"	"entailment"
"Das düstere Design enthält den Kriegsstein und vier Granitpavillons, von denen einer keltische und Art-Deco-Manuskripte von Harry Clarke (der die Fenster in Bewleys entwarf) enthält, in denen die Namen der Getöteten aufgeführt sind."	"Die Entwürfe dieses Denkmals wurden aufgrund der Art der Veranstaltung stark kommentiert."	"neutral"
"Hast du sie dann? «Mit herrlicher Ruhe schüttelte Tommy den Kopf."	"Hast du sie dann? Mit beeindruckender Coolness bestritt Tommy."	"entailment"
"Gemeinsam können wir die Welt zu dem besseren Ort machen, an dem sie sein sollte."	"Es gibt keine Hoffnung für die Welt."	"contradiction"
"Das Bewässerungssystem der Insel besteht aus 2.150 km Kanälen."	"Das Bewässerungssystem enthält weniger als 1.000 Meilen Kanäle."	"contradiction"
"und eine Bradshaw. &quot;Tommy unterbrach ihn:&quot; Wann hat sie nach einem ABC gefragt?"	"Der Redner wollte gerade einen wichtigen Punkt ansprechen, als Tommy ihn mit seiner Frage unterbrach."	"neutral"
"Unter den kranksten wartenden Patienten befanden sich 12, die neue Herzklappen benötigten."	"Die Herzen der Patienten waren einfach nicht stark genug."	"neutral"
"Chatterbox erfuhr, dass die Wissenschaft des Studierens von Gesichtsausdrücken relativ ist. Vor den 1960er Jahren wurde sie anscheinend als nutzloses Unternehmen angesehen."	"Das Studium der Mimik durch Harvard wurde in den 1960er Jahren als nutzlos angesehen."	"neutral"
"Einheimische Holzböden und rustikale Möbel; Außenduschen mit Sichtschutzwänden."	"Datenschutz ist schwer zu finden, während Sie versuchen, sich selbst zu reinigen."	"contradiction"
"Wir hatten das Gefühl, wir müssten uns um etwas kümmern, das verschwunden war."	"Es war uns wichtig, dass wir die verschwundenen Karotten gefunden haben."	"neutral"
"Ich kann mir einige Gründe für die Allergie gegen Substanz vorstellen."	"Es gibt Gründe, warum es eine Allergie gibt."	"entailment"
"Und ein sehr liberaler Gentleman auch!"	"Er ist sehr liberal."	"entailment"
"Ja, ich habe mir mehrere Kurse angesehen, da es das einzige Problem war, das wir haben, sind Dinge, die speziell für unseren Job gelten, nämlich die Kurse, die für unseren Job gelten, außer den eigentlichen Grundlagen wie nur Mathematik und Mathematik Die Physik und dergleichen werden alle an Colleges unterrichtet, die sehr abgelegen sind, mit anderen Worten, es gibt eine in Washington DC und eine in Oregon"	"Die Kurse, die sich auf unsere Arbeit beziehen, werden an fast jedem College angeboten"	"contradiction"
"Die Verengung kam von einem Arm um seinen Hals, aber er konnte nicht sehen, wem er gehörte, und in der Ecke des Eies gab es keinen Platz, um sich zur Seite zu bewegen."	"Jemand legte einen Arm um seinen Hals."	"entailment"
